id,igdb_id,original_id,name,slug
95227,3714,NULL,"Aqua GT",aqua-gt
95228,3998,NULL,"Valkyrie Profile",valkyrie-profile
95229,4000,NULL,MediEvil,medievil
95230,4002,NULL,"MediEvil 2",medievil-2
95231,4097,NULL,Tomba,tomba
95232,4100,NULL,"Tomba! 2 : The Evil Swine Return",tomba-2-the-evil-swine-return
95233,4104,NULL,"Monster Rancher",monster-rancher
95234,4106,NULL,"Monster Rancher 2",monster-rancher-2
95235,4107,NULL,"No One Can Stop Mr. Domino!",no-one-can-stop-mr-domino
95236,4108,NULL,"Yu-Gi-Oh! Forbidden Memories",yu-gi-oh-forbidden-memories
95237,4109,NULL,"X-Men : Mutant Academy",x-men-mutant-academy
95238,4110,NULL,"X-Men Mutant Academy 2",x-men-mutant-academy-2
95239,4113,NULL,"Tenchu : Stealth Assassins",tenchu-stealth-assassins
95240,4114,NULL,"Tenchu 2 : Birth of the Stealth Assassins",tenchu-2-birth-of-the-stealth-assassins
95241,4116,NULL,"Syphon Filter 2",syphon-filter-2
95242,4117,NULL,"Syphon Filter 3",syphon-filter-3
95243,4118,NULL,"Spider-Man 2 : Enter Electro",spider-man-2-enter-electro
95244,4119,NULL,"Speed Punks",speed-punks
95245,4120,NULL,"Shaman King : Spirit of Shamans",shaman-king-spirit-of-shamans
95246,4124,NULL,"Kagero : Deception II",kagero-deception-ii
95247,4125,NULL,"Jeremy McGrath Supercross 98",jeremy-mcgrath-supercross-98
95248,4126,NULL,"Intelligent Qube",intelligent-qube
95249,4127,NULL,Grandia,grandia
95250,4128,NULL,Gekido,gekido
95251,4129,NULL,"Evil Zone",evil-zone
95252,4130,NULL,"Duke Nukem: Time to Kill",duke-nukem-time-to-kill--1
95253,4131,NULL,"duplicate dbgt",duplicate-dbgt
95254,4133,NULL,"Digimon Rumble Arena",digimon-rumble-arena
95255,4134,NULL,"Delta Force : Urban Warfare",delta-force-urban-warfare
95256,4135,NULL,"Darkstalkers 3",darkstalkers-3
95257,4136,NULL,"Crisis Beat",crisis-beat
95258,4137,NULL,"Covert Ops : Nuclear Dawn",covert-ops-nuclear-dawn
95259,4138,NULL,"Bust a Groove",bust-a-groove
95260,4139,NULL,"Bust a Groove 2",bust-a-groove-2
95261,4140,NULL,"Bloody Roar 2",bloody-roar-2
95262,4141,NULL,"Bass Rise",bass-rise
95263,4142,NULL,"ATV Quad Power Racing",atv-quad-power-racing
95264,4144,NULL,"Armored Core",armored-core
95265,4146,NULL,"Tiny Bullets",tiny-bullets
95266,4169,NULL,Koudelka,koudelka
95267,4244,NULL,StarBlade,starblade--1
95268,4258,NULL,"Psychic Detective",psychic-detective
95269,4271,NULL,"Primal Rage",primal-rage
95270,4289,NULL,Quarantine,quarantine
95271,4290,NULL,Policenauts,policenauts
95272,4302,NULL,"Soccer Kid",soccer-kid
95273,4319,NULL,D,d
95274,4467,NULL,"HardBall 5",hardball-5
95275,4501,NULL,"Lethal Enforcers",lethal-enforcers
95276,4541,NULL,"College Slam",college-slam
95277,4546,NULL,"WWF WrestleMania: The Arcade Game",wwf-wrestlemania-the-arcade-game
95278,4653,NULL,"Beyblade : Let it Rip",beyblade-let-it-rip
95279,4654,NULL,"No Fear Downhill Mountain Biking",no-fear-downhill-mountain-biking
95280,4695,NULL,"Twisted Metal",twisted-metal
95281,4697,NULL,"Twisted Metal III",twisted-metal-iii
95282,4698,NULL,"Twisted Metal 4",twisted-metal-4
95283,4863,NULL,"Inspector Gadget: Gadget's Crazy Maze",inspector-gadget-gadget-s-crazy-maze
95284,4959,NULL,"Klonoa: Door to Phantomile",klonoa-door-to-phantomile
95285,5371,NULL,"Cobra Command",cobra-command
95286,5389,NULL,"Genghis Khan II: Clan of the Gray Wolf",genghis-khan-ii-clan-of-the-gray-wolf
95287,5398,NULL,"Lethal Enforcers II: Gun Fighters",lethal-enforcers-ii-gun-fighters
95288,5404,NULL,"Mickey Mania: The Timeless Adventures of Mickey Mouse",mickey-mania-the-timeless-adventures-of-micke
95289,5417,NULL,"Twisted Metal: Small Brawl",twisted-metal-small-brawl
95290,5429,NULL,"Road Blaster",road-blaster
95291,5451,NULL,Snatcher,snatcher
95292,5458,NULL,"Time Gal",time-gal
95293,5502,NULL,"Transport Tycoon Deluxe",transport-tycoon-deluxe
95294,5568,NULL,"40 Winks",40-winks
95295,5889,NULL,"Powerpuff Girls: Chemical X-traction",powerpuff-girls-chemical-x-traction
95296,5917,NULL,"Mary-Kate & Ashley: Magical Mystery Mall",mary-kate-and-ashley-magical-mystery-mall
95297,5919,NULL,"Mary-Kate & Ashley: Winner's Circle",mary-kate-ashley-winner-s-circle
95298,5923,NULL,"Strider 2",strider-2
95299,6025,NULL,"Pinball Illusions",pinball-illusions
95300,6049,NULL,"Side Pocket 3",side-pocket-3
95301,6081,NULL,"UmJammer Lammy",umjammer-lammy
95302,6294,NULL,"Worms World Party",worms-world-party
95303,6345,NULL,Casper,casper
95304,6352,NULL,"CT Special Forces",ct-special-forces
95305,6391,NULL,"Driver 2: Back on the Streets",driver-2-back-on-the-streets
95306,6413,NULL,"Virtual Kasparov",virtual-kasparov
95307,6443,NULL,"WWF SmackDown!",wwf-smackdown
95308,6444,NULL,"WWF SmackDown! 2: Know Your Role",wwf-smackdown-2-know-your-role
95309,6530,NULL,"Pac-Man World",pac-man-world
95310,6535,NULL,"Pinobee: Wings of Adventure",pinobee-wings-of-adventure
95311,6543,NULL,"Vandal Hearts II",vandal-hearts-ii
95312,6545,NULL,"Azure Dreams",azure-dreams
95313,6546,NULL,"Mr. Gimmick",mr-gimmick
95314,6606,NULL,"Star Wars Episode I: Jedi Power Battles",star-wars-episode-i-jedi-power-battles
95315,6644,NULL,"Ultimate Brain Games",ultimate-brain-games
95316,6692,NULL,"Tony Hawk's Pro Skater",tony-hawk-s-pro-skater
95317,6722,NULL,"Championship Surfer",championship-surfer
95318,6724,NULL,"Cleopatra Fortune",cleopatra-fortune
95319,6823,NULL,Pang,pang
95320,6825,NULL,"Alien Trilogy",alien-trilogy
95321,6881,NULL,Assault,assault
95322,6969,NULL,"Strider (1989)",strider-1989
95323,6980,NULL,"Three Wonders",three-wonders
95324,7040,NULL,"Romance of the Three Kingdoms IV: Wall of Fire",romance-of-the-three-kingdoms-iv-wall-of-fire
95325,7043,NULL,"Romance of the Three Kingdoms V",romance-of-the-three-kingdoms-v
95326,7048,NULL,"Romance of the Three Kingdoms VI: Awakening of the Dragon",romance-of-the-three-kingdoms-vi-awakening-of
95327,7357,NULL,"Parasite Eve",parasite-eve
95328,7358,NULL,"Parasite Eve II",parasite-eve-ii
95329,7422,NULL,"King's Field",king-s-field
95330,7423,NULL,"King's Field II",king-s-field-ii
95331,7432,NULL,"Jumping Flash!",jumping-flash
95332,7664,NULL,Overboard!,overboard
95333,7758,NULL,Asteroids,asteroids
95334,7806,NULL,"Bubsy 3D",bubsy-3d
95335,7901,NULL,"Croc: Legend of the Gobbos",croc-legend-of-the-gobbos
95336,7902,NULL,"Croc 2",croc-2
95337,8002,NULL,"TOCA World Touring Cars",toca-world-touring-cars
95338,8013,NULL,"Woody Woodpecker Racing",woody-woodpecker-racing
95339,8014,NULL,"The Wild Thornberrys' Animal Adventures",the-wild-thornberrys-animal-adventures
95340,8032,NULL,"Tom and Jerry in House Trap",tom-and-jerry-in-house-trap
95341,8054,NULL,"Tiny Toon Adventures: The Great Beanstalk",tiny-toon-adventures-the-great-beanstalk
95342,8055,NULL,"Tiny Toon Adventures: Toonenstein",tiny-toon-adventures-toonenstein
95343,8056,NULL,"Tiny Toon Adventures: Plucky's Big Adventure",tiny-toon-adventures-pluckys-big-adventure
95344,8075,NULL,"The Lost World: Jurassic Park",the-lost-world-jurassic-park
95345,8084,NULL,"Skeleton Warriors",skeleton-warriors
95346,8086,NULL,"Smurf Racer",smurf-racer
95347,8094,NULL,"Rocket Power: Team Rocket Rescue",rocket-power-team-rocket-rescue
95348,8135,NULL,"Looney Tunes Racing",looney-tunes-racing
95349,8162,NULL,"Extreme Ghostbusters: The Ultimate Invasion",extreme-ghostbusters-the-ultimate-invasion
95350,8244,NULL,"X-men vs. Street Fighter",x-men-vs-street-fighter
95351,8245,NULL,"Marvel Super Heroes vs. Street Fighter",marvel-super-heroes-vs-street-fighter
95352,8246,NULL,"Marvel vs. Capcom: Clash of Super Heroes",marvel-vs-capcom-clash-of-super-heroes
95353,8278,NULL,"Warpath: Jurassic Park",warpath-jurassic-park
95354,8279,NULL,"T'ai Fu: Wrath of the Tiger",tai-fu-wrath-of-the-tiger
95355,8280,NULL,"Colony Wars",colony-wars
95356,8281,NULL,"Colony Wars: Vengeance",colony-wars-vengeance
95357,8282,NULL,"Colony Wars: Red Sun",colony-wars-red-sun
95358,8291,NULL,Discworld,discworld
95359,8296,NULL,"Formula 1 98",formula-1-98
95360,8297,NULL,"Formula One 99",formula-one-99
95361,8298,NULL,"Formula One 2000",formula-one-2000
95362,8306,NULL,"G-Police: Weapons of Justice",g-police-weapons-of-justice
95363,8308,NULL,"Kingsley's Adventure",kingsleys-adventure
95364,8336,NULL,"Ghost in the Shell",ghost-in-the-shell
95365,8338,NULL,PowerSlave,powerslave
95366,8397,NULL,"International Karate +",international-karate-plus
95367,8504,NULL,"Duke Nukem: Land of the Babes",duke-nukem-land-of-the-babes
95368,8514,NULL,"Micro Maniacs",micro-maniacs
95369,8600,NULL,"Fear Effect",fear-effect
95370,8601,NULL,"Fear Effect 2: Retro Helix",fear-effect-2-retro-helix
95371,8614,NULL,"Digimon World",digimon-world
95372,8647,NULL,"Rally Cross",rally-cross
95373,8648,NULL,"Rally Cross 2",rally-cross-2
95374,8670,NULL,"The Three Stooges",the-three-stooges
95375,8719,NULL,Blade,blade
95376,8857,NULL,"Raiden DX",raiden-dx
95377,8897,NULL,"Populous: The Beginning - Undiscovered Worlds",populous-the-beginning-undiscovered-worlds
95378,9056,NULL,"Atlantis The Lost Empire",atlantis-the-lost-empire
95379,9137,NULL,"Elemental Gearbolt",elemental-gearbolt
95380,9140,NULL,"Guilty Gear",guilty-gear
95381,9159,NULL,"Journey to Silius",journey-to-silius
95382,9165,NULL,Chess,chess
95383,9186,NULL,"Robotron X",robotron-x
95384,9235,NULL,"LSD: Dream Emulator",lsd-dream-emulator
95385,9259,NULL,"Creature Shock",creature-shock
95386,9266,NULL,"Solar Eclipse",solar-eclipse
95387,9335,NULL,"Worms Pinball",worms-pinball
95388,9343,NULL,"Spec Ops: Stealth Patrol",spec-ops-stealth-patrol
95389,9345,NULL,"Spec Ops: Ranger Elite",spec-ops-ranger-elite
95390,9346,NULL,"Spec Ops: Covert Assault",spec-ops-covert-assault
95391,9347,NULL,"Spec Ops: Airborne Commando",spec-ops-airborne-commando
95392,9496,NULL,"Bandit Kings of Ancient China",bandit-kings-of-ancient-china
95393,9500,NULL,"King's Field III",kings-field-iii
95394,9502,NULL,"Shadow Tower",shadow-tower
95395,9514,NULL,"Echo Night",echo-night
95396,9529,NULL,Starsweep,starsweep
95397,9584,NULL,"Steel Harbinger",steel-harbinger
95398,9646,NULL,"Time Commando",time-commando
95399,9676,NULL,"Vib Ribbon",vib-ribbon
95400,9678,NULL,"Kula World",kula-world
95401,9688,NULL,"Yuuyami Doori Tankentai",yuuyami-doori-tankentai
95402,9701,NULL,"Blue's Clues: Blue's Big Musical",blues-clues-blues-big-musical
95403,9805,NULL,"Ogre Battle: The March of the Black Queen",ogre-battle-the-march-of-the-black-queen
95404,9862,NULL,"International Superstar Soccer Deluxe",international-superstar-soccer-deluxe
95405,10153,NULL,"Speedball 2100",speedball-2100
95406,10662,NULL,"Disney's Tarzan",disneys-tarzan
95407,10903,NULL,"Echo Night #2: Nemuri no Shihaisha",echo-night-number-2-nemuri-no-shihaisha
95408,10917,NULL,Skullmonkeys,skullmonkeys
95409,10918,NULL,BoomBots,boombots
95410,11210,NULL,"Star Ocean: The Second Story",star-ocean-the-second-story
95411,11310,NULL,"SaGa Frontier",saga-frontier
95412,11615,NULL,"Fighting Force 2",fighting-force-2
95413,11739,NULL,"Time Crisis",time-crisis
95414,12313,NULL,"Missile Command",missile-command
95415,12588,NULL,"The King of Fighters '96",the-king-of-fighters-96
95416,12825,NULL,Whizz,whizz
95417,12895,NULL,"Galaga: Destination Earth",galaga-destination-earth
95418,12896,NULL,"London Racer",london-racer
95419,12897,NULL,"London Racer II",london-racer-ii
95420,12898,NULL,"Men in Black: The Game",men-in-black-the-game
95421,12899,NULL,"Time Crisis: Project Titan",time-crisis-project-titan
95422,12900,NULL,"Tunnel B1",tunnel-b1
95423,12901,NULL,Viper,viper
95424,12902,NULL,"Windsurfers Paradise",windsurfers-paradise
95425,13063,NULL,"Summon Night",summon-night
95426,13064,NULL,"Summon Night 2",summon-night-2
95427,13095,NULL,"Rival Schools: United by Fate",rival-schools-united-by-fate
95428,13676,NULL,"Legend of Legaia",legend-of-legaia
95429,13685,NULL,"Arkanoid Returns",arkanoid-returns
95430,13779,NULL,"Lemmings 3D",lemmings-3d
95431,13899,NULL,"Point Blank",point-blank
95432,14160,NULL,Hellnight,hellnight
95433,14392,NULL,"Ghoul Panic",ghoul-panic
95434,14680,NULL,"Star Gladiator Episode I: Final Crusade",star-gladiator-episode-i-final-crusade
95435,14691,NULL,"Air Combat",air-combat
95436,14733,NULL,"World Soccer: Winning Eleven 6 Final Evolution",world-soccer-winning-eleven-6-final-evolution
95437,14750,NULL,"Ace Combat 2",ace-combat-2
95438,14751,NULL,"Ace Combat 3: Electrosphere",ace-combat-3-electrosphere
95439,14752,NULL,"Monster Rancher - Battle Card",monster-rancher-battle-card
95440,14986,NULL,"Legend of Mana",legend-of-mana
95441,15020,NULL,"Arc the Lad",arc-the-lad
95442,15428,NULL,"The King of Fighters '97",the-king-of-fighters-97
95443,15461,NULL,"Thousand Arms",thousand-arms
95444,15487,NULL,"The Grinch",the-grinch
95445,15547,NULL,Apocalypse,apocalypse--1
95446,15840,NULL,"Wild 9",wild-9
95447,15847,NULL,"Aeon Flux",aeon-flux--1
95448,16997,NULL,"Rhapsody: A Musical Adventure",rhapsody-a-musical-adventure
95449,17453,NULL,"Shadow Master",shadow-master--1
95450,18044,NULL,"Star Wars: Masters of Teräs Käsi",star-wars-masters-of-teras-kasi
95451,18055,NULL,"Breath of Fire III",breath-of-fire-iii
95452,18133,NULL,"Space Invaders",space-invaders--1
95453,18250,NULL,"Bravo Air Race",bravo-air-race
95454,18299,NULL,Shaolin,shaolin
95455,18300,NULL,"Wu-Tang: Shaolin Style",wu-tang-shaolin-style
95456,18307,NULL,Vs.,vs
95457,18315,NULL,"WCW/nWo Thunder",wcw-slash-nwo-thunder
95458,18316,NULL,"WCW vs. the World",wcw-vs-the-world
95459,18384,NULL,"Thrasher: Skate and Destroy",thrasher-skate-and-destroy
95460,18390,NULL,Buggy,buggy
95461,18666,NULL,"Anna Kournikova's Smash Court Tennis",anna-kournikovas-smash-court-tennis
95462,18681,NULL,"ISS Pro Evolution Soccer 2",iss-pro-evolution-soccer-2
95463,18682,NULL,Loaded,loaded
95464,18683,NULL,"Metal Gear Solid VR Missions",metal-gear-solid-vr-missions
95465,18696,NULL,"Ridge Racer",ridge-racer--1
95466,18697,NULL,"Ridge Racer Revolution",ridge-racer-revolution
95467,18698,NULL,"Rage Racer",rage-racer
95468,18699,NULL,"Ridge Racer Type 4",ridge-racer-type-4
95469,18705,NULL,"Shockwave Assault",shockwave-assault
95470,18785,NULL,"Command & Conquer: Red Alert - Retaliation",command-and-conquer-red-alert-retaliation--1
95471,18786,NULL,"Bomberman: Party Edition",bomberman-party-edition
95472,18840,NULL,"Metal Slug X",metal-slug-x
95473,18941,NULL,"Ninja: Shadow of Darkness",ninja-shadow-of-darkness
95474,18943,NULL,"Jackie Chan: Stuntmaster",jackie-chan-stuntmaster
95475,19156,NULL,"The Granstream Saga",the-granstream-saga
95476,19269,NULL,"Grudge warriors",grudge-warriors
95477,19287,NULL,"Clock Tower",clock-tower--1
95478,19288,NULL,"Clock Tower II: The Struggle Within",clock-tower-ii-the-struggle-within
95479,19418,NULL,"Soviet Strike",soviet-strike
95480,19421,NULL,"The Powerpuff Girls: Chemical X-Traction",the-powerpuff-girls-chemical-x-traction
95481,19424,NULL,"Armored Core: Master of Arena",armored-core-master-of-arena
95482,19428,NULL,"Armored Core: Project Phantasma",armored-core-project-phantasma
95483,19432,NULL,"Animaniacs: Ten Pin Alley",animaniacs-ten-pin-alley
95484,19468,NULL,"Castlevania Chronicles",castlevania-chronicles
95485,19536,NULL,"The Lost World: Jurassic Park",the-lost-world-jurassic-park--1
95486,19595,NULL,"Gear Senshi Dendoh",gear-senshi-dendoh
95487,19671,NULL,"The Pinball",the-pinball
95488,19675,NULL,"Buzz Lightyear of Star Command",buzz-lightyear-of-star-command
95489,19678,NULL,"Digimon World 3",digimon-world-3
95490,19688,NULL,Snowboarding,snowboarding
95491,19712,NULL,"NBA Jam Tournament Edition",nba-jam-tournament-edition
95492,19714,NULL,Parodius,parodius
95493,19754,NULL,"Street Fighter: The Movie",street-fighter-the-movie
95494,19770,NULL,"Street Racer",street-racer
95495,19992,NULL,"MechWarrior 2",mechwarrior-2
95496,20133,NULL,"Xevious 3D/G",xevious-3d-slash-g
95497,20138,NULL,"Nanotek Warrior",nanotek-warrior
95498,20295,NULL,Gunship,gunship--2
95499,20314,NULL,"Off-World Interceptor Extreme",off-world-interceptor-extreme
95500,20608,NULL,"Iron & Blood: Warriors of Ravenloft",iron-and-blood-warriors-of-ravenloft
95501,20801,NULL,"Tecmo's Deception: Invitation to Darkness",tecmos-deception-invitation-to-darkness
95502,20803,NULL,"Super Puzzle Fighter II Turbo",super-puzzle-fighter-ii-turbo
95503,21074,NULL,"Shin Megami Tensei",shin-megami-tensei
95504,21559,NULL,"Shirubaa Jiken",shirubaa-jiken
95505,21643,NULL,"Monkey Hero",monkey-hero
95506,22008,NULL,"Panzer Front",panzer-front
95507,22702,NULL,"Klonoa Beach Volleyball",klonoa-beach-volleyball
95508,22772,NULL,"MLB 2000",mlb-2000
95509,22773,NULL,"Bomberman Fantasy Race",bomberman-fantasy-race
95510,22804,NULL,"Invasion From Beyond",invasion-from-beyond
95511,22848,NULL,Eliminator,eliminator--2
95512,23100,NULL,"Arc the Lad Collection",arc-the-lad-collection
95513,23238,NULL,"WWF In Your House",wwf-in-your-house
95514,23700,NULL,"MLB 2004",mlb-2004
95515,23879,NULL,"Shin Megami Tensei II",shin-megami-tensei-ii
95516,24009,NULL,"Omega Boost",omega-boost
95517,24075,NULL,"Power Play: Sports Trivia",power-play-sports-trivia
95518,24079,NULL,"Michael Schumacher World Karting 2002 - duplicate",michael-schumacher-world-karting-2002-duplica
95519,24132,NULL,"MLB 2005",mlb-2005
95520,24413,NULL,"Micro Machines V3",micro-machines-v3
95521,24430,NULL,"Hard Edge",hard-edge
95522,24853,NULL,"Dragon Quest Monsters 1+2",dragon-quest-monsters-1-plus-2
95523,24991,NULL,"Firestorm: Thunderhawk 2",firestorm-thunderhawk-2
95524,25094,NULL,"iS: internal section",is-internal-section
95525,25249,NULL,Juggernaut,juggernaut
95526,26012,NULL,"Dave Mirra Freestyle BMX",dave-mirra-freestyle-bmx
95527,26013,NULL,"NBA Live 98",nba-live-98
95528,26115,NULL,"Cool Boarders 2",cool-boarders-2
95529,26130,NULL,"Cool Boarders 3",cool-boarders-3
95530,26131,NULL,"Cool Boarders 4",cool-boarders-4
95531,26143,NULL,"Rogue Trip: Vacation 2012",rogue-trip-vacation-2012
95532,26345,NULL,"Arc the Lad II",arc-the-lad-ii
95533,26346,NULL,"Arc the Lad III",arc-the-lad-iii
95534,26439,NULL,"Atelier Marie: The Alchemist of Salburg",atelier-marie-the-alchemist-of-salburg
95535,26440,NULL,"Atelier Elie: The Alchemist of Salburg 2",atelier-elie-the-alchemist-of-salburg-2
95536,26637,NULL,"Incredible Crisis",incredible-crisis
95537,26657,NULL,"Cardinal Syn",cardinal-syn
95538,26730,NULL,"Deception III: Dark Delusion",deception-iii-dark-delusion
95539,26753,NULL,"C-12: final resistance",c-12-final-resistance
95540,26815,NULL,"NASCAR Racers",nascar-racers
95541,27351,NULL,"Dragon Valor",dragon-valor
95542,27701,NULL,Pepsiman,pepsiman
95543,27890,NULL,"Marvel Super Heroes",marvel-super-heroes
95544,28051,NULL,"Disney's Little Mermaid II: Return to the Sea",disneys-little-mermaid-ii-return-to-the-sea
95545,28055,NULL,"Countdown Vampires",countdown-vampires
95546,28056,NULL,"Rush Hour",rush-hour--1
95547,28089,NULL,"Lucky Luke",lucky-luke
95548,28090,NULL,"Action Man: Operation Extreme",action-man-operation-extreme
95549,28138,NULL,"Fatal Fury: Wild Ambition",fatal-fury-wild-ambition
95550,28190,NULL,"MLB 98",mlb-98
95551,28191,NULL,"MLB 99",mlb-99
95552,28193,NULL,"MLB 2001",mlb-2001
95553,28194,NULL,"MLB 2002",mlb-2002
95554,28196,NULL,"MLB 2003",mlb-2003
95555,28218,NULL,"Firo & Klawd",firo-and-klawd
95556,26935,NULL,"Bart Bird",bart-bird
95557,28710,NULL,"Crash of Cars",crash-of-cars
95558,28711,NULL,"UNO & Friends",uno-and-friends
95559,6188,NULL,H1Z1,h1z1
95560,18093,NULL,"H1Z1: Just Survive",h1z1-just-survive
95561,18094,NULL,"H1Z1: Battle Royale",h1z1-battle-royale
95562,28307,NULL,"Bunny Hop League",bunny-hop-league
95563,28819,NULL,"Heroes Evolved",heroes-evolved
95564,28820,NULL,"Darkness Reborn",darkness-reborn
95565,28821,NULL,UNKILLED,unkilled
95566,28822,NULL,"Blades of Brim",blades-of-brim
95567,28896,NULL,"Critical Ops",critical-ops
95568,28898,NULL,"Block Strike",block-strike
95569,29005,NULL,"Widget RPG",widget-rpg
95570,29006,NULL,DDTank,ddtank
95571,29008,NULL,"Mobile Legends",mobile-legends
95572,29009,NULL,"Lords Mobile",lords-mobile
95573,29010,NULL,"True Skate",true-skate
95574,35007,NULL,"Kicking King",kicking-king
95575,36749,NULL,"Monument Valley 2",monument-valley-2
95576,23409,NULL,"Modern Combat 5: Blackout",modern-combat-5-blackout
95577,36747,NULL,"Dead Trigger",dead-trigger
95578,36748,NULL,"DEAD TRIGGER 2",dead-trigger-2
95579,23867,NULL,"PewDiePie's Tuber Simulator",pewdiepies-tuber-simulator
95580,156,NULL,"Star Wars: Episode I - Battle for Naboo",star-wars-episode-i-battle-for-naboo
95581,164,NULL,"Star Wars: Shadows of the Empire",star-wars-shadows-of-the-empire
95582,1029,NULL,"The Legend of Zelda: Ocarina of Time",the-legend-of-zelda-ocarina-of-time
95583,1030,NULL,"The Legend of Zelda: Majora's Mask",the-legend-of-zelda-majora-s-mask
95584,1074,NULL,"Super Mario 64",super-mario-64
95585,1096,NULL,"Donkey Kong 64",donkey-kong-64
95586,1130,NULL,Castlevania,castlevania--2
95587,1131,NULL,"Castlevania: Legacy of Darkness",castlevania-legacy-of-darkness
95588,1286,NULL,"Conker's Bad Fur Day",conker-s-bad-fur-day
95589,1292,NULL,"Penny Racers",penny-racers
95590,1327,NULL,"Turok: Rage Wars",turok-rage-wars
95591,1328,NULL,"Turok 3: Shadow of Oblivion",turok-3-shadow-of-oblivion
95592,1355,NULL,"Jet Force Gemini",jet-force-gemini
95593,1463,NULL,"Perfect Dark",perfect-dark
95594,1467,NULL,"Sin and Punishment",sin-and-punishment
95595,1492,NULL,"SimCity 64",simcity-64
95596,1539,NULL,"Wipeout 64",wipeout-64
95597,1626,NULL,"Super Smash Bros.",super-smash-bros
95598,1638,NULL,"GoldenEye 007",goldeneye-007
95599,2148,NULL,Banjo-Kazooie,banjo-kazooie
95600,2289,NULL,"Pokémon Stadium",pokemon-stadium
95601,2290,NULL,"Pokémon Stadium 2",pokemon-stadium-2
95602,2324,NULL,"Pokémon Snap",pokemon-snap
95603,2327,NULL,"Mario Party",mario-party
95604,2328,NULL,"Mario Party 2",mario-party-2
95605,2329,NULL,"Mario Party 3",mario-party-3
95606,2342,NULL,"Mario Kart 64",mario-kart-64
95607,2591,NULL,"Star Fox 64",star-fox-64
95608,2642,NULL,"Hey You! Pikachu",hey-you-pikachu
95609,2644,NULL,"Rocket: Robot on Wheels",rocket-robot-on-wheels
95610,2713,NULL,"Kirby 64: The Crystal Shards",kirby-64-the-crystal-shards
95611,2714,NULL,"Tom and Jerry in Fists of Furry",tom-and-jerry-in-fists-of-furry
95612,2715,NULL,"Beetle Adventure Racing!",beetle-adventure-racing
95613,2723,NULL,"Diddy Kong Racing",diddy-kong-racing
95614,2786,NULL,"Rugrats: Scavenger Hunt",rugrats-scavenger-hunt
95615,2850,NULL,"Aidyn Chronicles: The First Mage",aidyn-chronicles-the-first-mage
95616,2858,NULL,"Scooby-Doo! Classic Creep Capers",scooby-doo-classic-creep-capers
95617,3005,NULL,Superman,superman
95618,3213,NULL,"Yoshi's Story",yoshi-s-story
95619,3328,NULL,"1080° Snowboarding",1080-snowboarding
95620,3329,NULL,AeroGauge,aerogauge
95621,3330,NULL,"Aero Fighters Assault",aero-fighters-assault
95622,3331,NULL,"Air Border 64",air-border-64
95623,3334,NULL,"Virtual Chess 64",virtual-chess-64
95624,3335,NULL,"California Speed",california-speed
95625,3336,NULL,"Duck Dodgers Starring Daffy Duck",duck-dodgers-starring-daffy-duck
95626,3337,NULL,"Excitebike 64",excitebike-64
95627,3339,NULL,"The New Tetris",the-new-tetris
95628,3340,NULL,"Paper Mario",paper-mario
95629,3343,NULL,"Snowboard Kids 2",snowboard-kids-2
95630,3344,NULL,"Super Bowling",super-bowling
95631,3345,NULL,"Taz Express",taz-express
95632,3346,NULL,"Tetris 64",tetris-64
95633,3367,NULL,"Big Mountain 2000",big-mountain-2000
95634,3368,NULL,"Buck Bumble",buck-bumble
95635,3372,NULL,"Lode Runner 3-D",lode-runner-3-d
95636,3374,NULL,"Golden Nugget 64",golden-nugget-64
95637,3375,NULL,"GT 64: Championship Edition",gt-64-championship-edition
95638,3378,NULL,"Harvest Moon 64",harvest-moon-64
95639,3394,NULL,"Iggy's Reckin' Balls",iggy-s-reckin-balls
95640,3395,NULL,"Indy Racing 2000",indy-racing-2000
95641,3396,NULL,Jeopardy!,jeopardy
95642,3397,NULL,"Kobe Bryant in NBA Courtside",kobe-bryant-in-nba-courtside
95643,3406,NULL,"Mario Tennis",mario-tennis
95644,3407,NULL,"Michael Owen's WLS 2000",michael-owen-s-wls-2000
95645,3408,NULL,"Mickey's Speedway USA",mickey-s-speedway-usa
95646,3409,NULL,"Midway's Greatest Arcade Hits",midway-s-greatest-arcade-hits
95647,3410,NULL,"Mike Piazza's Strike Zone",mike-piazza-s-strike-zone
95648,3411,NULL,"Milo's Astro Lanes",milo-s-astro-lanes
95649,3412,NULL,"Mischief Makers",mischief-makers
95650,3418,NULL,Banjo-Tooie,banjo-tooie
95651,3419,NULL,"Bass Hunter 64",bass-hunter-64
95652,3420,NULL,"Bass Masters 2000",bass-masters-2000
95653,3421,NULL,"Battle Tanx",battle-tanx
95654,3423,NULL,"Battlezone: Rise of the Black Dogs",battlezone-rise-of-the-black-dogs
95655,3424,NULL,"Blast Corps",blast-corps
95656,3425,NULL,"Blues Brothers 2000",blues-brothers-2000
95657,3426,NULL,"Body Harvest",body-harvest
95658,3427,NULL,"Chameleon Twist",chameleon-twist
95659,3428,NULL,"Chopper Attack",chopper-attack
95660,3429,NULL,"Cruis'n USA",cruis-n-usa
95661,3430,NULL,"Cruis'n World",cruis-n-world
95662,3433,NULL,"64 Ōzumō",64-ozumo
95663,3434,NULL,"64 Ōzumō 2",64-ozumo-2
95664,3435,NULL,"64 Trump Collection: Alice no Waku Waku Trump World",64-trump-collection-alice-no-waku-waku-trump-
95665,3442,NULL,"Automobili Lamborghini",automobili-lamborghini
